"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsgeneratorstartwert","Datum gestartet","Datum letzte Aktivität","Weiterleitungs-URL","Projekt / Project","Datenerhebung / Data collection?","Welche Komponenten sollen durchgeführt werden / Which components should be executed?","Versuchspersonen-ID / Participant-ID","Stichprobe / Sample","Bitte Audio überprüfen / Please check if audio works","Bitte mit [F11] in den Vollbildmodus wechseln / Please press [F11] to switch to full screen mode","Als nächstes möchten wir Sie bitten, verschiedene Aufgaben und Fragebögen am Computer zu bearbeiten.  Die Bearbeitungsdauer beträgt insgesamt ca. 40 min.     Bitte bearbeiten Sie zunächst einige Aufgaben,  die unterschiedliche Aspekte Ihres Denkens testen (z.B. das Gedächtnis oder Problemlösefähigkeiten).     Bitte versuchen Sie, jede Aufgabe so gut wie möglich zu bearbeiten.     Manchmal kann es einen Moment dauern, bis die nächste Aufgabe startet.  Jede Aufgabe wird Ihnen zunächst erklärt und Sie bekommen die Gelegenheit, sie zu üben.  Falls Sie zwischendrin eine kurze Pause einlegen möchten, tun Sie dies bitte zwischen den Aufgaben.     Bitte klicken Sie auf ""Absenden"", um die erste Aufgabe zu starten.      ","Als nächstes möchten wir dich bitten, verschiedene Aufgaben und Fragebögen am Computer zu bearbeiten.  Die Bearbeitungsdauer beträgt insgesamt ca. 40 min.     Bitte bearbeite zunächst einige Aufgaben,  die unterschiedliche Aspekte deines Denkens testen (z.B. das Gedächtnis oder Problemlösefähigkeiten).     Bitte versuche, jede Aufgabe so gut wie möglich zu bearbeiten.     Manchmal kann es einen Moment dauern, bis die nächste Aufgabe startet.  Jede Aufgabe wird dir zunächst erklärt und du bekommst die Gelegenheit, sie zu üben.  Falls du zwischendrin eine kurze Pause einlegen möchtest, tue dies bitte zwischen den Aufgaben.     Bitte klicke auf ""Absenden"", um die erste Aufgabe zu starten.      ","Als nächstes möchten wir dich bitten, verschiedene Aufgaben und Fragebögen am Computer zu bearbeiten.  Die Bearbeitungsdauer beträgt insgesamt ungefähr 25 min.     Bitte bearbeite zunächst einige Aufgaben,  die unterschiedliche Aspekte deines Denkens testen (z.B. das Gedächtnis oder Problemlösefähigkeiten).     Bitte versuche, jede Aufgabe so gut wie möglich zu bearbeiten.     Manchmal kann es einen Moment dauern, bis die nächste Aufgabe startet.  Jede Aufgabe wird dir zunächst erklärt und du bekommst die Gelegenheit, sie zu üben.  Falls du zwischendrin eine kurze Pause einlegen möchtest, tue dies bitte zwischen den Aufgaben.     Bitte klicke auf ""Absenden"", um die erste Aufgabe zu starten.      ","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id={vpid}&amp;p={project}&amp;comp={components}","https://umfragen.uni-hamburg.de/ru5389bb2quest?id={vpid}&amp;p={project} ","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id={vpid}&amp;p={project}&amp;comp={components} ","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id={vpid}&amp;p={project} ","https://umfragen.uni-hamburg.de/ru5389bb2questchildren?id={vpid}&amp;p={project}&amp;form={sample} ","https://www.psytoolkit.org/c/3.4.4/survey?s=MsrpN&amp;id={vpid}&amp;p={project}&amp;form={sample}&amp;comp={components}","https://umfragen.uni-hamburg.de/ru5389bb2questparents?id={vpid}&amp;p={project}&amp;form={sample}","Gesamtzeit","Gruppenzeit: ID","Fragenzeit: project","Fragenzeit: datacollection","Fragenzeit: components","Fragenzeit: vpid","Fragenzeit: sample","Fragenzeit: Audio","Fragenzeit: F11","Gruppenzeit: Info","Fragenzeit: InfoAdults","Fragenzeit: InfoAdols","Fragenzeit: InfoChild","Fragenzeit: URLCognAdults","Fragenzeit: URLQuestAdults","Fragenzeit: URLCognAdols","Fragenzeit: URLQuestAdols","Fragenzeit: URLQuestChild","Fragenzeit: URLCognChild","Fragenzeit: URLQuestParent"
"421","2025-01-17 14:57:52","2","de","1870131182","2025-01-17 14:56:06","2025-01-17 14:57:52","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70010","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70010&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70010&amp;p=7","","","","","","105.88","95.2","","","","","","","","10.68","","","","","","","","","",""
"422","2025-01-17 15:00:26","2","de","2113572131","2025-01-17 14:59:50","2025-01-17 15:00:26","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70010","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70010&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70010&amp;p=7","","","","","","35.36","35.36","","","","","","","","","","","","","","","","","",""
"423","2025-01-17 17:19:19","2","de","1211059867","2025-01-17 17:17:06","2025-01-17 17:19:19","","P8(Lüken, Asbrand & Bruckner)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","80350","KinderChildren","erledigt / done","erledigt / done","","","","","","","","https://umfragen.uni-hamburg.de/ru5389bb2questchildren?id=80350&amp;p=8&amp;form=C","https://www.psytoolkit.org/c/3.4.4/survey?s=MsrpN&amp;id=80350&amp;p=8&amp;form=C&amp;comp=cogn","","133.79","123.31","","","","","","","","10.48","","","","","","","","","",""
"424","2025-01-20 12:10:40","2","de","419897311","2025-01-20 11:55:59","2025-01-20 12:10:40","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70004","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70004&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70004&amp;p=7","","","","","","25.96","25.96","","","","","","","","","","","","","","","","","",""
"425","","","de","609087560","2025-01-20 12:14:56","2025-01-20 12:14:56","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"426","2025-01-20 14:44:07","2","de","1521201671","2025-01-20 14:32:17","2025-01-20 14:44:07","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70004","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70004&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70004&amp;p=7","","","","","","709.71","10.92","","","","","","","","698.79","","","","","","","","","",""
"427","","","de","1502088518","2025-01-21 12:47:26","2025-01-21 12:47:26","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"428","","","de","478782473","2025-01-21 12:47:27","2025-01-21 12:47:27","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"429","2025-01-21 14:12:29","2","de","358563824","2025-01-21 14:12:14","2025-01-21 14:12:29","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70012","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70012&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70012&amp;p=7","","","","","","15.11","15.11","","","","","","","","","","","","","","","","","",""
"430","2025-01-21 17:03:16","2","de","2116485216","2025-01-21 16:53:30","2025-01-21 17:03:16","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70012","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70012&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70012&amp;p=7","","","","","","586.09","571.99","","","","","","","","14.1","","","","","","","","","",""
"431","2025-01-22 10:14:18","2","de","201411823","2025-01-22 10:13:47","2025-01-22 10:14:18","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70009","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70009&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70009&amp;p=7","","","","","","31.52","31.52","","","","","","","","","","","","","","","","","",""
"432","2025-01-22 13:02:38","2","de","341510002","2025-01-22 12:59:56","2025-01-22 13:02:38","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70009","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70009&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70009&amp;p=7","","","","","","163.04","144.31","","","","","","","","18.73","","","","","","","","","",""
"433","2025-01-22 14:47:56","2","de","1549415618","2025-01-22 14:47:27","2025-01-22 14:47:56","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70015","JugendlicheAdolescents","","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70015&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70015&amp;p=7","","","","29.57","29.57","","","","","","","","","","","","","","","","","",""
"434","2025-01-22 14:52:22","2","de","831335179","2025-01-22 14:52:08","2025-01-22 14:52:22","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70015","JugendlicheAdolescents","","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70015&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70015&amp;p=7","","","","14.13","14.13","","","","","","","","","","","","","","","","","",""
"435","2025-01-23 12:46:44","2","de","1915341392","2025-01-23 10:59:11","2025-01-23 12:46:44","","P2(Donner & Lincoln)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","6","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=6&amp;p=2&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=6&amp;p=2","","","","","","805.99","113.6","","","","","","","","692.39","","","","","","","","","",""
"436","2025-01-24 10:45:11","2","de","2142707491","2025-01-24 10:44:50","2025-01-24 10:45:11","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70018","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70018&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70018&amp;p=7","","","","","","20.26","20.26","","","","","","","","","","","","","","","","","",""
"437","2025-01-24 14:51:46","2","de","573546453","2025-01-24 14:51:13","2025-01-24 14:51:46","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70007","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70007&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70007&amp;p=7","","","","","","33.88","33.88","","","","","","","","","","","","","","","","","",""
"438","","","de","1318052164","2025-01-24 17:19:43","2025-01-24 17:19:43","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"439","2025-01-24 17:25:37","2","de","901373414","2025-01-24 17:20:05","2025-01-24 17:25:37","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70007","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70007&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70007&amp;p=7","","","","","","332.2","23.43","","","","","","","","308.77","","","","","","","","","",""
"440","","","de","1671762822","2025-01-25 23:52:49","2025-01-25 23:52:49","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"441","2025-01-28 12:48:15","2","de","676394615","2025-01-28 12:47:38","2025-01-28 12:48:15","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70012","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70012&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70012&amp;p=7","","","","","","37.84","37.84","","","","","","","","","","","","","","","","","",""
"442","","","de","532210446","2025-01-28 14:39:39","2025-01-28 14:39:39","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"443","2025-01-29 15:05:02","2","de","52663831","2025-01-29 15:04:50","2025-01-29 15:05:02","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70021","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70021&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70021&amp;p=7","","","","","","11.97","11.97","","","","","","","","","","","","","","","","","",""
"444","2025-01-29 17:19:47","2","de","546671127","2025-01-29 17:11:41","2025-01-29 17:19:47","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70021","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70021&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70021&amp;p=7","","","","","","487.53","482.64","","","","","","","","4.89","","","","","","","","","",""
"445","2025-01-29 17:20:40","2","de","750160322","2025-01-29 17:20:21","2025-01-29 17:20:40","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70021","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70021&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70021&amp;p=7","","","","","","19.38","16.6","","","","","","","","2.78","","","","","","","","","",""
"446","2025-01-29 17:21:00","2","de","17492593","2025-01-29 17:20:48","2025-01-29 17:21:00","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70021","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70021&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70021&amp;p=7","","","","","","12.56","11.12","","","","","","","","1.44","","","","","","","","","",""
"447","2025-01-30 08:40:41","2","de","823964546","2025-01-30 08:40:22","2025-01-30 08:40:41","","P7(Riesel & Lincoln)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=7","","","","","","19.69","16.15","","","","","","","","3.54","","","","","","","","","",""
"448","2025-01-30 09:04:16","2","de","710726639","2025-01-30 08:40:47","2025-01-30 09:04:16","","P7(Riesel & Lincoln)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=7","","","","","","141.92","138.81","","","","","","","","3.11","","","","","","","","","",""
"449","2025-01-30 08:42:15","2","de","404521194","2025-01-30 08:41:55","2025-01-30 08:42:15","","P7(Riesel & Lincoln)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=7","","","","","","19.98","17.75","","","","","","","","2.23","","","","","","","","","",""
"450","2025-01-30 09:04:56","2","de","1598582365","2025-01-30 09:04:43","2025-01-30 09:04:56","","P7(Riesel & Lincoln)","Testing modeNo data collection","Nur die FragebögenQuestionnaires only","99999","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=7","","","","","","13.07","13.07","","","","","","","","","","","","","","","","","",""
"451","","","de","395771346","2025-01-30 13:39:50","2025-01-30 13:39:50","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"452","","","de","1308622345","2025-01-30 13:39:51","2025-01-30 13:39:51","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"453","","","de","269333172","2025-01-31 12:37:41","2025-01-31 12:37:41","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"454","","","de","2076165176","2025-01-31 12:37:41","2025-01-31 12:37:41","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"455","2025-01-31 13:00:23","2","de","275625064","2025-01-31 12:37:44","2025-01-31 13:00:23","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30023","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30023&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30023&amp;p=3","","","","","","1358.61","1318.06","","","","","","","","40.55","","","","","","","","","",""
"456","2025-01-31 13:02:07","2","de","931865593","2025-01-31 13:01:47","2025-01-31 13:02:07","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30023","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30023&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30023&amp;p=3","","","","","","19.94","16.74","","","","","","","","3.2","","","","","","","","","",""
"457","2025-01-31 13:04:10","2","de","1314377457","2025-01-31 13:03:48","2025-01-31 13:04:10","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30023","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30023&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30023&amp;p=3","","","","","","22.29","18.47","","","","","","","","3.82","","","","","","","","","",""
"458","2025-01-31 13:05:11","2","de","708745776","2025-01-31 13:04:41","2025-01-31 13:05:11","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","40023","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=40023&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=40023&amp;p=3","","","","","","28.6","21.54","","","","","","","","7.06","","","","","","","","","",""
"459","2025-02-03 09:28:29","2","de","1399649212","2025-02-03 09:28:03","2025-02-03 09:28:29","","Testing mode(No actual data collection)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=99&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=99","","","","","","27.09","21.18","","","","","","","","5.91","","","","","","","","","",""
"460","2025-02-03 09:29:16","2","de","1226651210","2025-02-03 09:28:57","2025-02-03 09:29:16","","Testing mode(No actual data collection)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=99999&amp;p=99&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=99999&amp;p=99","","","","19.26","16.67","","","","","","","","2.59","","","","","","","","","",""
"461","2025-02-03 09:33:50","2","de","362171436","2025-02-03 09:33:34","2025-02-03 09:33:50","","P7(Riesel & Lincoln)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=99999&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=99999&amp;p=7","","","","","","16.95","15.04","","","","","","","","1.91","","","","","","","","","",""
"462","2025-02-03 09:34:11","2","de","1613280354","2025-02-03 09:33:54","2025-02-03 09:34:11","","P7(Riesel & Lincoln)","Testing modeNo data collection","Nur die DenkaufgabenCognitive tasks only","99999","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=99999&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=99999&amp;p=7","","","","17.23","15.25","","","","","","","","1.98","","","","","","","","","",""
"463","","","de","101381280","2025-02-03 10:49:17","2025-02-03 10:49:17","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"464","","","de","795425325","2025-02-03 10:49:18","2025-02-03 10:49:18","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"465","2025-02-03 10:55:34","2","de","1448619896","2025-02-03 10:49:19","2025-02-03 10:55:34","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30025","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30025&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30025&amp;p=3","","","","","","374.87","371.01","","","","","","","","3.86","","","","","","","","","",""
"466","2025-02-03 12:53:35","2","de","965487214","2025-02-03 12:49:45","2025-02-03 12:53:35","","P3(Schwabe)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","30024","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=30024&amp;p=3&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=30024&amp;p=3","","","","","","229.91","15.6","","","","","","","","214.31","","","","","","","","","",""
"467","2025-02-03 12:54:03","2","de","1122356334","2025-02-03 12:53:39","2025-02-03 12:54:03","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70017","JugendlicheAdolescents","","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70017&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70017&amp;p=7","","","","24.53","24.53","","","","","","","","","","","","","","","","","",""
"468","2025-02-03 15:51:33","2","de","384408652","2025-02-03 15:41:11","2025-02-03 15:51:33","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70017","JugendlicheAdolescents","erledigt / done","erledigt / done","","","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=xAZS7&amp;id=70017&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2questadols?id=70017&amp;p=7","","","","622.73","19.47","","","","","","","","603.26","","","","","","","","","",""
"469","2025-02-05 10:20:58","2","de","888577603","2025-02-05 08:56:57","2025-02-05 10:20:58","","P2(Donner & Lincoln)","HaupterhebungMain data collection","Fragebögen und DenkaufgabenBoth questionnaires and cognitive tasks","20012","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=20012&amp;p=2&amp;comp=both","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=20012&amp;p=2","","","","","","5040.23","350.99","","","","","","","","4689.24","","","","","","","","","",""
"470","","","de","351910947","2025-02-05 11:31:16","2025-02-05 11:31:16","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"471","","","de","1185566757","2025-02-05 11:31:17","2025-02-05 11:31:17","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"472","2025-02-05 12:09:04","2","de","273084276","2025-02-05 12:08:08","2025-02-05 12:09:04","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70018","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70018&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70018&amp;p=7","","","","","","56.31","56.31","","","","","","","","","","","","","","","","","",""
"473","2025-02-05 13:22:15","2","de","373534390","2025-02-05 13:13:24","2025-02-05 13:22:15","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70018","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70018&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70018&amp;p=7","","","","","","531.78","109.26","","","","","","","","422.52","","","","","","","","","",""
"474","","","de","2116668963","2025-02-06 09:46:49","2025-02-06 09:46:49","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","",""
"475","2025-02-06 09:50:47","2","de","692139931","2025-02-06 09:47:50","2025-02-06 09:50:47","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die FragebögenQuestionnaires only","70014","ErwachseneAdults","","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70014&amp;p=7&amp;comp=quest","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70014&amp;p=7","","","","","","177.4","177.4","","","","","","","","","","","","","","","","","",""
"476","2025-02-06 13:19:12","2","de","480782026","2025-02-06 12:55:12","2025-02-06 13:19:12","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70014","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70014&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70014&amp;p=7","","","","","","1439.32","71.23","","","","","","","","1368.09","","","","","","","","","",""
"477","2025-02-07 12:06:52","2","de","1488750271","2025-02-07 12:02:01","2025-02-07 12:06:52","","P7(Riesel & Lincoln)","HaupterhebungMain data collection","Nur die DenkaufgabenCognitive tasks only","70021","ErwachseneAdults","erledigt / done","erledigt / done","","","","https://www.psytoolkit.org/c/3.4.4/survey?s=zvTTg&amp;id=70021&amp;p=7&amp;comp=cogn","https://umfragen.uni-hamburg.de/ru5389bb2quest?id=70021&amp;p=7","","","","","","302.85","32.35","","","","","","","","270.5","","","","","","","","","",""
